Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Sr,Y,Zr,Mo,Ru,Ag,Cd,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,S_autres_TR,Th,U,Temp√©rature,ph,Ln(V0)
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,40.0,9.6,-3.638072278
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,40.0,10.7,-2.578892107
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,40.0,11.6,-1.842070089
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,70.0,8.0,-3.108497917
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,70.0,9.0,-2.095351436
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,70.0,10.0,-0.9901122066
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,70.0,10.9,-0.04605126837
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,90.0,7.6,-1.888120601
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,90.0,8.6,-1.450628103
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,90.0,9.6,-0.04605126837
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,90.0,10.3,-0.1611810014
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,11.0,-2.164563795
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,12.0,-1.013077001
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,8.7,-2.855970331
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,9.6,-1.818925137
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,10.9,-1.105334834
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,11.7,-0.6676743846
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,8.1,-0.1612256485
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,8.9,0.4374804375
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,10.4,1.082211867
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,11.1,1.358537684
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,7.7,0.4835366435
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.26,0,0.75,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,8.5,1.013127019
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,9.0,-5.158555424
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,10.0,-4.535644123
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,11.0,-3.108453144
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,8.7,-4.743283488
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,9.6,-4.213804002
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,10.9,-2.648037531
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,11.7,-1.68088021
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,7.3,-3.131551997
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,8.1,-2.187472286
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,8.9,-1.358523564
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,10.4,0.1611830376
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,11.1,1.289447501
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,6.9,-2.302585093
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,7.7,-1.796008484
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,8.5,-0.9670841512
0,5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,1.84,0,0.76,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,10.1,0.2763126852
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,23.0,7.1,-6.769733981
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,23.0,9.0,-6.631639843
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,23.0,9.7,-5.73341728
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,23.0,11.1,-3.776225433
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,40.0,6.6,-5.503129961
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,40.0,7.5,-4.950622624
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,40.0,8.4,-4.213736391
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,40.0,9.4,-3.822273713
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,40.0,10.9,-2.233506892
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,70.0,6.9,-2.740082811
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,70.0,7.8,-2.256532005
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,70.0,8.9,-1.772992672
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,70.0,10.5,-0.2532845105
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,5.5,-2.440698395
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,6.5,-1.726938488
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,7.4,-1.266422841
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,8.5,-0.8749832552
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,10.1,0.4835428095
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,23.0,9.0,-6.217111229
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,10.0,-5.019625586
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,11.0,-3.914375771
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,12.0,-3.361765152
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,7.9,-5.272844571
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,8.7,-4.950622624
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,9.6,-3.753225994
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,10.9,-2.555865739
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,11.7,-2.463763745
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,7.3,-3.960425745
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,8.1,-2.901258807
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,8.9,-2.095351436
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,10.4,-0.5526220512
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,11.1,-0.690775994
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,7.7,-3.822273713
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,8.5,-0.6216975959
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,10.1,-0.1842065322
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,10.7,0.1611813353
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,10.0,-5.29594618
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,23.0,11.0,-4.052549665
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,23.0,12.0,-3.315722409
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,8.7,-3.868343019
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,9.6,-3.200593225
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,10.9,-2.256533437
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,11.7,-1.84206807
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,7.3,-4.190705033
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,8.1,-2.647972835
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,8.9,-1.819042222
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,10.4,-0.5065687305
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,11.1,-0.1611809544
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,6.9,-2.486791866
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,7.7,-1.404576872
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,8.5,-0.5295945805
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,10.1,0.2532847548
