Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Sr,Y,Zr,Mo,Ru,Ag,Cd,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,S_autres_TR,Th,U,Temp√©rature,ph,Ln(V0)
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,10.7,0.8519564864
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,5.9,-8.864979188
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,8.1,-7.55249332
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,9.1,-6.378162858
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,10.0,-5.203842081
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,11.1,-4.236757104
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,12.1,-3.270432312
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,5.9,-5.894617367
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,7.9,-5.157792237
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,8.3,-5.203842081
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,8.9,-4.09860141
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,9.8,-3.430851655
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,11.5,-2.164430006
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,5.9,-4.904506574
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,7.7,-3.270432312
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,8.7,-1.84206807
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,9.4,-1.289447653
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,10.7,-0.8289306157
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,5.9,-3.453877532
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,7.7,-1.220370108
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,8.6,-0.3684136162
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,9.3,-0.4835428725
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,10.4,0.4144653178
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,23.0,8.0,-5.134764851
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,10.0,-3.499929348
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,12.0,-0.7138013163
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,7.9,-2.993360628
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,9.8,-2.233507536
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,11.5,0.7598530805
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,7.6,-0.9210340361
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,9.3,0.9440598882
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,8.0,-5.295945781
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,10.0,-3.730187859
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,12.0,-0.621697987
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,7.9,-3.822291265
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,9.8,-1.657861266
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,11.5,0.9670857132
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,7.6,-0.9901115956
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,9.3,0.4605170183
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,-5.84857706
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,10.0,-4.996584471
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,11.0,-3.499913355
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,12.0,-1.980226269
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.8,8.7,-4.351924291
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.9,9.6,-3.43086309
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.9,10.9,-1.957195591
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.9,11.7,-0.5065680335
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,73.0,8.1,-2.740082811
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,70.3,8.9,-1.634837775
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,70.3,10.4,-0.0690778751
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,70.6,11.1,1.243396093
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,89.8,7.7,-1.980226269
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,90.4,8.5,0.06907726793
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,90.6,10.1,1.220370229
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,-5.940771433
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,10.0,-5.203916691
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,11.0,-3.407829324
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,12.0,-1.911144537
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,8.7,-4.466974687
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,9.6,-3.476902012
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,10.9,-1.93417132
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,11.7,-0.1611810014
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,8.1,-2.486796434
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,8.9,-1.796014509
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,10.4,-0.1611810014
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6,11.1,1.289447777
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,7.7,-1.496680819
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,8.5,-0.09210322758
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,10.1,1.38155113
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,22.7,9.0,-6.401186558
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,22.7,10.0,-4.812402844
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,22.7,11.0,-4.904506249
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,40.9,8.7,-4.904506249
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,40.9,9.6,-4.420963378
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,40.9,10.9,-4.098292995
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,39.9,11.7,-3.638084444
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,71.0,8.1,-1.381551056
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,71.0,8.9,-1.151292546
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,70.1,10.4,-0.8519564839
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,70.1,11.1,0.9440598884
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.6,7.7,-1.151292546
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.6,8.5,0.1381551056
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.5,10.1,0.2532847082
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.5,10.7,1.197344248
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,-6.147902198
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,10.0,-5.503178377
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,11.0,-4.443989276
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,12.0,-3.22361913
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,40.0,8.7,-3.845317105
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,40.0,9.6,-3.983547203
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,40.0,10.9,-1.703912969
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,70.0,8.1,-1.93417148
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,70.0,8.9,-1.72693882
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,70.0,10.4,-0.2763102112
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,70.0,11.1,0.8980081863
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,90.0,7.7,-1.013137441
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,90.0,8.5,-0.04605170188
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,90.0,10.1,0.8519564846