Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Sr,Y,Zr,Mo,Ru,Ag,Cd,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,S_autres_TR,Th,U,Temp√©rature,Poh,Ln(V0)
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0.16,0,0,0.15,0,0.24,0,0,0,70,2.177263587,-0.1578240852
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0.16,0,0,0.15,0,0.24,0,0,0,70,1.527263587,0.5481214085
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0.16,0,0,0.15,0,0.24,0,0,0,90,4.388446923,-1.164752091
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0.16,0,0,0.15,0,0.24,0,0,0,90,3.588446923,-0.412489723
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0.16,0,0,0.15,0,0.24,0,0,0,90,2.048446923,1.232560261
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5.054681749,-5.489477872
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4.054681749,-4.730733409
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.044681749,-4.022954566
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.024681749,-3.158251203
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.804956091,-4.104394898
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.924956091,-2.437259996
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2.584956091,-2.302585093
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.734956091,-0.9441759354
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4.527263587,-2.137070655
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3.727263587,-0.5798184953
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2.177263587,-0.05762911284
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1.527263587,1.247032294
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4.388446923,-1.049822124
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.588446923,0.1988508587
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2.048446923,1.305626458
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,23,5.054681749,-6.151633299
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,23,4.054681749,-5.496768305
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,23,3.044681749,-4.439655748
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,23,2.024681749,-3.231454607
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,40,4.804956091,-3.853754097
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,40,3.924956091,-3.984593698
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,40,2.584956091,-1.698269126
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,40,1.734956091,-0.4292456368
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,70,4.527263587,-1.924148657
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,70,3.727263587,-1.731605546
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,70,2.177263587,-0.2863496272
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,70,1.527263587,0.8960880246
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,90,4.388446923,-1.002393431
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,90,3.588446923,-0.04919024419
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0.47,0.26,0,0,0,0,0,0,0.16,0,0,0.12,0,0.25,0,0,0,90,2.048446923,0.8458682676
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,22.7,5.055323644,-6.424212469
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,22.7,4.055323644,-6.12487709
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,22.7,3.055323644,-4.2597821
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,22.7,2.055323644,-2.763102182
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,40.9,4.746513294,-5.157792237
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,40.9,3.846513294,-4.121627376
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,40.2,2.56862135,-2.325610965
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,39.9,1.778126497,-1.059189144
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,71.0,4.480945809,-2.233507545
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,71.0,3.680945809,-1.680887138
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,70.1,2.204624909,-0.1611809544
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,70.1,1.504624909,0.552620423
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,90.6,4.394329897,-1.174318408
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,90.6,3.594329897,-0.4144653137
6.06,5.57,59.08,4.54,0,3.7,17.95,0,0,1.79,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,90.5,1.9966795,1.243395949
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,23.0,6.044681749,-6.792624647
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,23.0,5.044681749,-6.516314723
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,23.0,4.044681749,-4.950557645
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,23.0,3.044681749,-4.582144328
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,23.0,2.044681749,-3.545980871
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,40.0,5.574956091,-4.835428991
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,40.0,4.774956091,-4.490041336
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,40.0,3.874956091,-3.361774381
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,40.0,2.574956091,-3.039412307
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,40.0,1.774956091,-2.095352411
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,70.0,4.507263587,-3.983472284
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,70.0,3.707263587,-2.34863678
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,70.0,2.207263587,-1.703912946
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,70.0,1.507263587,-0.7828789308
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,90.0,4.408446923,-1.151292534
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,90.0,3.608446923,-0.1381551055
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,90.0,2.008446923,0.09210339812
2.74,5.88,55.92,12.55,0.76,3.61,13.48,0,0.18,2.01,0,0,0,0.26,0,0.76,0,0,0.5,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.19,0,0,90.0,1.408446923,1.01313744
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,23.0,5.744681749,-7.138427097
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,23.0,5.044681749,-6.424095323
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,23.0,4.044681749,-5.38802328
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,23.0,3.044681749,-5.22692737
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,23.0,2.044681749,-3.522958319
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,40.0,5.474956091,-5.111671838
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,40.0,4.774956091,-4.328827158
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,40.0,3.874956091,-3.569000838
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,40.0,2.974956091,-2.671000111
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,40.0,1.874956091,-1.588782708
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,70.0,5.207263587,-3.615071527
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,70.0,4.407263587,-2.901258807
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,70.0,3.507263587,-2.164433142
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,70.0,2.707263587,-0.8749832552
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,70.0,1.607263587,-0.8980088682
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,90.0,4.308446923,-1.565760798
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,90.0,3.408446923,-1.174316919
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,90.0,2.508446923,-0.09210322758
0.0,7.11,0,27.35,1.85,6.65,45.0,0,0.09,1.33,0.0,0,0.06,0.47,0,3.04,0,0,2.99,0.0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.15,0,0,90.0,1.608446923,-1.059188711
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,23.0,6.044681749,-7.782424336
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,23.0,5.044681749,-6.654664651
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,23.0,4.044681749,-5.019625586
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,23.0,3.044681749,-3.937340813
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,23.0,2.044681749,-3.085460064
0.0,9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0.0,0.14,0,2.51,0,0,3.33,0.0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.07,0,0,40.0,4.874956091,-4.858515246
