Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Rb,Sr,Y,Zr,Mo,Ru,Te,I,Cs,Ba,La,Hf,Ce,Pr,Nd,S_autres_TR,Temp√©rature,Poh,V0_Si_ou_r0_Si
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,25,2.974283079,0.08
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,10.16782454,0.4
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,9.16782454,0.08
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,7.56782454,0.03
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,6.26782454,0.03
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,5.16782454,0.05
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,3.16782454,0.25
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,50,2.16782454,0.6
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,9.607263587,1.5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,8.607263587,0.3
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,7.007263587,0.15
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,5.707263587,0.15
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,4.607263587,0.2
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,2.607263587,1.7
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,1.607263587,3.5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,9.108446923,5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,8.108446923,0.8
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,6.508446923,0.5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,5.208446923,0.6
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,4.108446923,0.7
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,2.108446923,10
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,1.108446923,15
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,90,5.108446923,0.35
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,150,3.894913151,5.57
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,200,3.118741414,20.89
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,90,5.108446923,0.21
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,150,3.894913151,1.91
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,200,3.118741414,31.13
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90,5.078446923,0.55
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,150,3.614913151,4.54
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,200,1.568741414,65.48
0,10.38,61.2,3.16,0,8.47,12.84,0,0,1.07,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,2.31,0,100,5.129090178,0.8
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,5.350792864,0.48
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,5.350792864,0.96
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,5.350792864,0.96
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,4.850792864,0.96
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,4.850792864,0.96
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,5.350792864,1.92
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,5.350792864,1.92
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,5.350792864,1.92
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,4.850792864,19.2
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,4.850792864,1.92
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,4.5
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,4.5
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,0.8084469228,17.87
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,1.108446923,12.16
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,1.408446923,10.0
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,2.208446923,7.48
0,10.72,60.65,8.46,0,0,20.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,4.5
0,10.09,60.6,7.98,0,2.41,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,1.1
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.904143965,0.06
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.724143965,0.03
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11.15208085,0.14
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.452080846,0.11
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4.102080846,0.06
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10.63599708,0.68
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6.505997079,0.41
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3.635997079,0.26
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11.16782454,0.93
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10.16782454,0.94
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7.71782454,0.8
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6.86782454,0.77
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.36782454,0.55
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9.347263587,3.56
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6.107263587,1.84
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4.037263587,1.47
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,5.054681749,0.000986
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,4.054681749,0.00209
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,3.044681749,0.0135
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,2.024681749,0.0646
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,4.804956091,0.00572
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,3.924956091,0.0178
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,2.584956091,0.134
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,1.734956091,0.415
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,4.527263587,0.111
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,3.727263587,0.193
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,2.177263587,0.888
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,1.527263587,1.8
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,4.388446923,0.35
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,3.588446923,0.663
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,2.048446923,3.36
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,5.054681749,0.00387
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,4.054681749,0.00858
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,3.044681749,0.0177
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,2.024681749,0.0409
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,4.804956091,0.018
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,3.924956091,0.0948
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,2.584956091,0.25
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,1.734956091,0.5
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,4.527263587,0.0206
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,3.727263587,0.58
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,2.177263587,0.955
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,1.527263587,3.72
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,4.388446923,0.154
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,3.588446923,1.23
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,2.048446923,3.44
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,1.408446923,5.95
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,5.054681749,0.00178
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,4.054681749,0.00388
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,3.044681749,0.0114
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,2.024681749,0.0433
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,4.804956091,0.0243
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,3.924956091,0.0283
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,2.584956091,0.172
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,1.734956091,0.75
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,4.527263587,0.154
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,3.727263587,0.189
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,2.177263587,0.741
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,1.527263587,2.67
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,4.388446923,0.369
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,3.588446923,0.92
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,2.048446923,2.11
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,1.408446923,4.61