B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Ni,Zn,Sr,Zr,Sn,Sb,Ce,Temp√©rature,ph,Ln(V0)
9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0,2.51,0,3.33,1.05,0,0,90.0,8.6,-1.450628103
9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0,2.51,0,3.33,1.05,0,0,90.0,9.6,-0.04605126837
9.78,0,26.37,1.69,6.68,43.87,0,0.36,2.37,0.29,0,0,2.51,0,3.33,1.05,0,0,90.0,10.3,-0.1611810014
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,22.7,11.0,-2.164563795
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,22.7,12.0,-1.013077001
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,40.9,8.7,-2.855970331
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,40.9,9.6,-1.818925137
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,40.2,10.9,-1.105334834
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,39.9,11.7,-0.6676743846
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,71.0,8.1,-0.1612256485
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,71.0,8.9,0.4374804375
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,70.1,10.4,1.082211867
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,70.1,11.1,1.358537684
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,90.6,7.7,0.4835366435
8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0.75,0,0.49,0,0,0,90.6,8.5,1.013127019
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,23.0,9.0,-5.158555424
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,23.0,10.0,-4.535644123
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,23.0,11.0,-3.108453144
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,40.0,8.7,-4.743283488
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,40.0,9.6,-4.213804002
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,40.0,10.9,-2.648037531
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,40.0,11.7,-1.68088021
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,70.0,7.3,-3.131551997
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,70.0,8.1,-2.187472286
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,70.0,8.9,-1.358523564
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,70.0,10.4,0.1611830376
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,70.0,11.1,1.289447501
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,90.0,6.9,-2.302585093
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,90.0,7.7,-1.796008484
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,90.0,8.5,-0.9670841512
5.36,57.32,13.54,1.04,2.55,15.55,0,0.23,0.75,0.52,0,0,0.76,0,0.51,0,0,0,90.0,10.1,0.2763126852
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,23.0,7.1,-6.769733981
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,23.0,9.0,-6.631639843
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,23.0,9.7,-5.73341728
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,23.0,11.1,-3.776225433
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,40.0,6.6,-5.503129961
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,40.0,7.5,-4.950622624
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,40.0,8.4,-4.213736391
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,40.0,9.4,-3.822273713
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,40.0,10.9,-2.233506892
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,70.0,6.9,-2.740082811
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,70.0,7.8,-2.256532005
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,70.0,8.9,-1.772992672
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,70.0,10.5,-0.2532845105
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,90.0,5.5,-2.440698395
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,90.0,6.5,-1.726938488
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,90.0,7.4,-1.266422841
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,90.0,8.5,-0.8749832552
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,90.0,10.1,0.4835428095
5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.68,0,0.9,0,0,0,23.0,9.0,-6.217111229
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,23.0,10.0,-5.019625586
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,23.0,11.0,-3.914375771
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,23.0,12.0,-3.361765152
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,40.0,7.9,-5.272844571
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,40.0,8.7,-4.950622624
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,40.0,9.6,-3.753225994
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,40.0,10.9,-2.555865739
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,40.0,11.7,-2.463763745
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,70.0,7.3,-3.960425745
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,70.0,8.1,-2.901258807
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,70.0,8.9,-2.095351436
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,70.0,10.4,-0.5526220512
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,70.0,11.1,-0.690775994
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,90.0,7.7,-3.822273713
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,90.0,8.5,-0.6216975959
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,90.0,10.1,-0.1842065322
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,90.0,10.7,0.1611813353
6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0.76,0,0.5,0,0,0,23.0,10.0,-5.29594618
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,23.0,11.0,-4.052549665
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,23.0,12.0,-3.315722409
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,40.0,8.7,-3.868343019
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,40.0,9.6,-3.200593225
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,40.0,10.9,-2.256533437
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,40.0,11.7,-1.84206807
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,70.0,7.3,-4.190705033
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,70.0,8.1,-2.647972835
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,70.0,8.9,-1.819042222
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,70.0,10.4,-0.5065687305
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,70.0,11.1,-0.1611809544
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,90.0,6.9,-2.486791866
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,90.0,7.7,-1.404576872
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,90.0,8.5,-0.5295945805
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,90.0,10.1,0.2532847548
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,90.0,10.7,0.8519564864
5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.76,0,0.5,0,0,0,20.0,5.9,-8.864979188
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,20.0,8.1,-7.55249332
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,20.0,9.1,-6.378162858
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,20.0,10.0,-5.203842081
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,20.0,11.1,-4.236757104
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,20.0,12.1,-3.270432312
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,40.0,5.9,-5.894617367
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,40.0,7.9,-5.157792237
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,40.0,8.3,-5.203842081
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,40.0,8.9,-4.09860141
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,40.0,9.8,-3.430851655
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,40.0,11.5,-2.164430006
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,70.0,5.9,-4.904506574
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,70.0,7.7,-3.270432312
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,70.0,8.7,-1.84206807
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,70.0,9.4,-1.289447653
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,70.0,10.7,-0.8289306157
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,90.0,5.9,-3.453877532
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,90.0,7.7,-1.220370108
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,90.0,8.6,-0.3684136162
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,90.0,9.3,-0.4835428725
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,90.0,10.4,0.4144653178
2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,23.0,8.0,-5.134764851
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,23.0,10.0,-3.499929348
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,23.0,12.0,-0.7138013163
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,40.0,7.9,-2.993360628
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,40.0,9.8,-2.233507536
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,40.0,11.5,0.7598530805
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,70.0,7.6,-0.9210340361
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,70.0,9.3,0.9440598882
26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,0,0,0.97,0,0,0,23.0,8.0,-5.295945781
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,23.0,10.0,-3.730187859
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,23.0,12.0,-0.621697987
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,40.0,7.9,-3.822291265
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,40.0,9.8,-1.657861266
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,40.0,11.5,0.9670857132
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,70.0,7.6,-0.9901115956
26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,0,0,1.17,0,0,0,70.0,9.3,0.4605170183
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,22.0,9.0,-5.84857706
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,22.0,10.0,-4.996584471
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,22.0,11.0,-3.499913355
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,22.0,12.0,-1.980226269
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,40.8,8.7,-4.351924291
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,40.9,9.6,-3.43086309
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,40.9,10.9,-1.957195591
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,40.9,11.7,-0.5065680335
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,73.0,8.1,-2.740082811
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,70.3,8.9,-1.634837775
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,70.3,10.4,-0.0690778751
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,70.6,11.1,1.243396093
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,89.8,7.7,-1.980226269
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,90.4,8.5,0.06907726793
13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,1.78,0,2.36,0.74,0,0,90.6,10.1,1.220370229
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,22.0,9.0,-5.940771433
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,22.0,10.0,-5.203916691
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,22.0,11.0,-3.407829324
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,22.0,12.0,-1.911144537
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,40.8,8.7,-4.466974687
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,40.9,9.6,-3.476902012
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,40.9,10.9,-1.93417132
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,40.9,11.7,-0.1611810014
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,73.0,8.1,-2.486796434
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,70.3,8.9,-1.796014509
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,70.3,10.4,-0.1611810014
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,70.6,11.1,1.289447777
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,89.8,7.7,-1.496680819
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,90.4,8.5,-0.09210322758
15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,1.78,0,1.96,0,0,0,90.6,10.1,1.38155113
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,22.7,9.0,-6.401186558
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,22.7,10.0,-4.812402844
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,22.7,11.0,-4.904506249
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,40.9,8.7,-4.904506249
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,40.9,9.6,-4.420963378
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,40.9,10.9,-4.098292995
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,39.9,11.7,-3.638084444
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,71.0,8.1,-1.381551056
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,71.0,8.9,-1.151292546
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,70.1,10.4,-0.8519564839
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,70.1,11.1,0.9440598884
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,90.6,7.7,-1.151292546
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,90.6,8.5,0.1381551056
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,90.5,10.1,0.2532847082
11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,2.05,0,2.26,0.92,0,0,90.5,10.7,1.197344248
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,23.0,9.0,-6.147902198
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,23.0,10.0,-5.503178377
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,23.0,11.0,-4.443989276
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,23.0,12.0,-3.22361913
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,40.0,8.7,-3.845317105
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,40.0,9.6,-3.983547203
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,40.0,10.9,-1.703912969
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,70.0,8.1,-1.93417148
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,70.0,8.9,-1.72693882
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,70.0,10.4,-0.2763102112
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,70.0,11.1,0.8980081863
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,90.0,7.7,-1.013137441
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,90.0,8.5,-0.04605170188
21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.63,0,1.17,0.01,0,0,90.0,10.1,0.8519564846